"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","File_loc","Year","original","taxa_data.scientificNameAuthorship.i.","Title","EID","taxa_data.family.i.","taxa_data.ï..taxonID.i.","taxa_data.acceptedNameUsageID.i.","taxa_data.parentNameUsageID.i.","taxa_data.taxonomicStatus.i.","level"
"90","Philotrypesis josephi","Animalia","Insecta","Hymenoptera","","2008","Philotrypesis josephi","Balakrishnan Abdurahiman  Joseph 1982","Male and female reproductive success in the dioecious fig, Ficus hirta Vahl. in Guangdong Province, China: Implications for the relative stability of dioecy and monoecy","2-s2.0-41549089755","Agaonidae","4535058",NA,"33320142","accepted name","1a"
"91","Philotrypesis okinavensis","Animalia","Insecta","Hymenoptera","10.5846/stxb201204120514","2012","Philotrypesis okinavensis","Ishii 1934","Community structure and dynamics of fig wasps in syconia of Ficus microcarpa Linn. f. in Fuzhou","2-s2.0-84868314709","Agaonidae","4535067",NA,"33320142","accepted name","1a"
"92","Philotrypesis okinavensis","Animalia","Insecta","Hymenoptera","10.5846/stxb201204120514","2012","Philotrypesis okinavensis","Ishii 1934","Community structure and dynamics of fig wasps in syconia of Ficus microcarpa Linn. f. in Fuzhou","2-s2.0-84868314709","Agaonidae","4535067",NA,"33320142","accepted name","1a"
"93","Philotrypesis pilosa","Animalia","Insecta","Hymenoptera","10.1186/1471-2148-9-43","2009","Philotrypesis pilosa","Mayr 1906","Expression and evolutionary divergence of the non-conventional olfactory receptor in four species of fig wasp associated with one species of fig","2-s2.0-63349101790","Agaonidae","4535070",NA,"33320142","accepted name","1a"
"94","Philotrypesis pilosa","Animalia","Insecta","Hymenoptera","10.1111/j.1570-7458.2009.00823.x","2009","Philotrypesis pilosa","Mayr 1906","Can chemical signals, responsible for mutualistic partner encounter, promote the specific exploitation of nursery pollination mutualisms? - The case of figs and fig wasps","2-s2.0-61849115602","Agaonidae","4535070",NA,"33320142","accepted name","1a"
"95","Philotrypesis pilosa","Animalia","Insecta","Hymenoptera","","2008","Philotrypesis pilosa","Mayr 1906","Reproductive strategies of two Philotrypesis species on Ficus hispida","2-s2.0-41549149267","Agaonidae","4535070",NA,"33320142","accepted name","1a"
"96","Philotrypesis pilosa","Animalia","Insecta","Hymenoptera","10.1111/j.0307-6946.2005.00650.x","2005","Philotrypesis pilosa","Mayr 1906","Quantitative tests of interaction between pollinating and non-pollinating fig wasps on dioecious Ficus hispida","2-s2.0-13544256460","Agaonidae","4535070",NA,"33320142","accepted name","1a"
"97","Philotrypesis taiwanensis","Animalia","Insecta","Hymenoptera","","2015","Philotrypesis taiwanensis","Chen 1999","Fig Wasps of Philippine Ficus microcarpa L.: Diversity and trophic structure in an urban setting","2-s2.0-85033712219","Agaonidae","4535077",NA,"33320142","accepted name","1a"
"98","Philotrypesis taiwanensis","Animalia","Insecta","Hymenoptera","10.1111/een.12122","2014","Philotrypesis taiwanensis","Chen 1999","First record of an apparently rare fig wasp feeding strategy: Obligate seed predation","2-s2.0-84904395881","Agaonidae","4535077",NA,"33320142","accepted name","1a"
"99","Philotrypesis taiwanensis","Animalia","Insecta","Hymenoptera","10.5846/stxb201204120514","2012","Philotrypesis taiwanensis","Chen 1999","Community structure and dynamics of fig wasps in syconia of Ficus microcarpa Linn. f. in Fuzhou","2-s2.0-84868314709","Agaonidae","4535077",NA,"33320142","accepted name","1a"
"100","Philotrypesis taiwanensis","Animalia","Insecta","Hymenoptera","10.3906/zoo-1111-3","2012","Philotrypesis taiwanensis","Chen 1999","Occurrence of fig wasps (Hymenoptera: Chalcidoidea) in Ficus caria and F. microcarpa in Hatay, Turkey","2-s2.0-84865816134","Agaonidae","4535077",NA,"33320142","accepted name","1a"
"101","Pleistodontes rieki","Animalia","Insecta","Hymenoptera","","1997","Pleistodontes rieki","Wiebes 1963","Fig wasps: Mechanisms of pollen transfer in Malvanthera and Pharmacosycea figs (Moraceae)","2-s2.0-0000069801","Agaonidae","4535438",NA,"33304765","accepted name","1a"
"102","Podivna euderoides","Animalia","Insecta","Hymenoptera","10.1080/00222939300770071","1993","Podivna euderoides","Boucek 1993","The genera of chalcidoid wasps from ficus fruit in the new world","2-s2.0-0001204058","Pteromalidae","4535587",NA,"33375371","accepted name","1a"
"103","Pseudidarnes minerva","Animalia","Insecta","Hymenoptera","10.3897/zookeys.404.7204","2014","Pseudidarnes minerva","Girault 1927","Revision of the Australasian genus Pseudidarnes Girault, 1927 (Hymenoptera, Agaonidae, Sycophaginae)","2-s2.0-84899141454","Agaonidae","4536176",NA,"33375492","accepted name","1a"
"104","Pteromalus venustus","Animalia","Insecta","Hymenoptera","10.4039/Ent101418-4","1969","Pteromalus venustus","Statz 1938","Chalcidoid (Hymenoptera) parasites of the alfalfa leaf-cutter bee, megachile rotundata, in Canada","2-s2.0-0042822750","Pteromalidae","4536973",NA,"33304222","accepted name","1a"
"105","Robertsia mandibularis","Animalia","Insecta","Hymenoptera","","1997","Robertsia mandibularis","Boucek 1988","Fig wasps: Mechanisms of pollen transfer in Malvanthera and Pharmacosycea figs (Moraceae)","2-s2.0-0000069801","Agaonidae","4537415",NA,"33375521","accepted name","1a"
"106","Robertsia mandibularis","Animalia","Insecta","Hymenoptera","","1997","Robertsia mandibularis","Boucek 1988","Fig wasps: Mechanisms of pollen transfer in Malvanthera and Pharmacosycea figs (Moraceae)","2-s2.0-0000069801","Agaonidae","4537415",NA,"33375521","accepted name","1a"
"107","Sycophila punctum","Animalia","Insecta","Hymenoptera","10.5733/afin.054.0208","2013","Sycophila punctum","Boucek 1981","Fig wasps (Hymenoptera: Chalcidoidea: Agaonidae, Pteromalidae) associated with asian fig trees (Ficus, Moraceae) in southern Africa: Asian followers and African colonists","2-s2.0-84884772436","Eurytomidae","4538086",NA,"33304666","accepted name","1a"
"108","Sycophaga sycomori","Animalia","Insecta","Hymenoptera","","2006","Sycophaga sycomori","Linnaeus 1758","The species richness of fig wasps (Hymenoptera: Chalcidoidea: Agaonidae, Pteromalidae) in Yemen","2-s2.0-84872586710","Agaonidae","4538100",NA,"33327557","accepted name","1a"
"109","Sycophaga sycomori","Animalia","Insecta","Hymenoptera","10.1111/j.1469-8137.1968.tb05497.x","1968","Sycophaga sycomori","Linnaeus 1758","FLOWERING CYCLES AND FRUIT TYPES OF FICUS SYCOMORUS IN ISRAEL","2-s2.0-84977687995","Agaonidae","4538100",NA,"33327557","accepted name","1a"
"110","Sycoscapter australis","Animalia","Insecta","Hymenoptera","10.1006/anbe.2001.1779","2001","Sycoscapter australis","Froggatt 1900","Male mating tactics and lethal combat in the nonpollinating fig wasp Sycoscapter australis","2-s2.0-0034808101","Agaonidae","4538113",NA,"33359640","accepted name","1a"
"111","Sycoscapter gajimaru","Animalia","Insecta","Hymenoptera","10.5846/stxb201204120514","2012","Sycoscapter gajimaru","Ishii 1934","Community structure and dynamics of fig wasps in syconia of Ficus microcarpa Linn. f. in Fuzhou","2-s2.0-84868314709","Agaonidae","4538117",NA,"33359640","accepted name","1a"
"112","Sycoscapter hirticola","Animalia","Insecta","Hymenoptera","","2008","Sycoscapter hirticola","Balakrishnan Abdurahiman  Joseph 1982","Male and female reproductive success in the dioecious fig, Ficus hirta Vahl. in Guangdong Province, China: Implications for the relative stability of dioecy and monoecy","2-s2.0-41549089755","Agaonidae","4538121",NA,"33359640","accepted name","1a"
"113","Sycoscapter inubiae","Animalia","Insecta","Hymenoptera","10.1111/j.1479-8298.2012.00522.x","2012","Sycoscapter inubiae","Ishii 1934","Predation on the pollinating fig wasp of Ficus erecta by larvae of Silba sp. (Diptera: Lonchaeidae)","2-s2.0-84863778747","Agaonidae","4538124",NA,"33359640","accepted name","1a"
"114","Tetrapus americanus","Animalia","Insecta","Hymenoptera","","1997","Tetrapus americanus","Mayr 1885","Fig wasps: Mechanisms of pollen transfer in Malvanthera and Pharmacosycea figs (Moraceae)","2-s2.0-0000069801","Agaonidae","4538784",NA,"33375624","accepted name","1a"
"115","Trichogramma brassicae","Animalia","Insecta","Hymenoptera","","2015","Trichogramma brassicae","Bezdenko 1968","NEW INSIGHTS OF SIDE-EFFECTS OF TAU-FLUVALINATE ON BIOLOGICAL AGENTS AND POLLINATORS","2-s2.0-84973154493","Trichogrammatidae","4539425",NA,"33320533","accepted name","1a"
"116","Wiebesia pumilae","Animalia","Insecta","Hymenoptera","10.1111/mec.12336","2013","Wiebesia pumilae","Hill 1967","Genetic and physiological data suggest demographic and adaptive responses in complex interactions between populations of figs (Ficus pumila) and their pollinating wasps (Wiebesia pumilae)","2-s2.0-84880153372","Agaonidae","4540335",NA,"33375667","accepted name","1a"
"117","Wiebesia pumilae","Animalia","Insecta","Hymenoptera","10.1007/s12686-009-9046-3","2009","Wiebesia pumilae","Hill 1967","Fifteen polymorphic microsatellite loci in wiebesia pumilae (Hill) (Agaonidae)","2-s2.0-84859958048","Agaonidae","4540335",NA,"33375667","accepted name","1a"
"118","Walkerella microcarpae","Animalia","Insecta","Hymenoptera","10.1111/een.12201","2015","Walkerella microcarpae","Boucek 1993","Between-species facilitation by male fig wasps in shared figs","2-s2.0-84935684511","Agaonidae","4540605",NA,"33327270","accepted name","1a"
"119","Walkerella microcarpae","Animalia","Insecta","Hymenoptera","10.5733/afin.054.0208","2013","Walkerella microcarpae","Boucek 1993","Fig wasps (Hymenoptera: Chalcidoidea: Agaonidae, Pteromalidae) associated with asian fig trees (Ficus, Moraceae) in southern Africa: Asian followers and African colonists","2-s2.0-84884772436","Agaonidae","4540605",NA,"33327270","accepted name","1a"
"120","Walkerella microcarpae","Animalia","Insecta","Hymenoptera","10.5846/stxb201204120514","2012","Walkerella microcarpae","Boucek 1993","Community structure and dynamics of fig wasps in syconia of Ficus microcarpa Linn. f. in Fuzhou","2-s2.0-84868314709","Agaonidae","4540605",NA,"33327270","accepted name","1a"
"121","Walkerella microcarpae","Animalia","Insecta","Hymenoptera","10.5846/stxb201204120514","2012","Walkerella microcarpae","Boucek 1993","Community structure and dynamics of fig wasps in syconia of Ficus microcarpa Linn. f. in Fuzhou","2-s2.0-84868314709","Agaonidae","4540605",NA,"33327270","accepted name","1a"
"122","Walkerella microcarpae","Animalia","Insecta","Hymenoptera","10.3906/zoo-1111-3","2012","Walkerella microcarpae","Boucek 1993","Occurrence of fig wasps (Hymenoptera: Chalcidoidea) in Ficus caria and F. microcarpa in Hatay, Turkey","2-s2.0-84865816134","Agaonidae","4540605",NA,"33327270","accepted name","1a"
"123","Waterstoniella malayana","Animalia","Insecta","Hymenoptera","","2001","Waterstoniella malayana","Wiebes 1982","Shift to mutualism in parasitic lineages of the fig/fig wasp interaction","2-s2.0-0034809296","Agaonidae","4540621",NA,"33320033","accepted name","1a"
"124","Apocryptophagus agraensis","Animalia","Insecta","Hymenoptera","10.1016/j.actao.2015.05.007","2015","Apocryptophagus agraensis","Joseph 1953","A coat of many scents: Cuticular hydrocarbons in multitrophic interactions of fig wasps with ants","2-s2.0-84930933291","Agaonidae","4540794",NA,"33320393","accepted name","1a"
"125","Apocrypta bakeri","Animalia","Insecta","Hymenoptera","10.1186/1471-2148-9-43","2009","Apocrypta bakeri","Joseph 1952","Expression and evolutionary divergence of the non-conventional olfactory receptor in four species of fig wasp associated with one species of fig","2-s2.0-63349101790","Agaonidae","4540795",NA,"33319926","accepted name","1a"
"126","Apocrypta bakeri","Animalia","Insecta","Hymenoptera","10.1111/j.0307-6946.2005.00650.x","2005","Apocrypta bakeri","Joseph 1952","Quantitative tests of interaction between pollinating and non-pollinating fig wasps on dioecious Ficus hispida","2-s2.0-13544256460","Agaonidae","4540795",NA,"33319926","accepted name","1a"
"127","Apocrypta bakeri","Animalia","Insecta","Hymenoptera","10.1007/BF03029967","2005","Apocrypta bakeri","Joseph 1952","Ovipositor length of three Apocrypta species: Effect on oviposition behavior and correlation with syconial thickness","2-s2.0-16344370814","Agaonidae","4540795",NA,"33319926","accepted name","1a"
"128","Apocrypta longitarsus","Animalia","Insecta","Hymenoptera","10.1111/j.1469-8137.1968.tb05497.x","1968","Apocrypta longitarsus","Mayr 1906","FLOWERING CYCLES AND FRUIT TYPES OF FICUS SYCOMORUS IN ISRAEL","2-s2.0-84977687995","Agaonidae","4540804",NA,"33319926","accepted name","1a"
"129","Acophila mikii","Animalia","Insecta","Hymenoptera","10.5846/stxb201305271204","2013","Acophila mikii","Ishii 1934","Community structure and species biodiversity of fig wasps in syconia of Ficus superba Miq. var. japonica Miq. in Fuzhou","2-s2.0-84885439238","Agaonidae","4541424",NA,"33375898","accepted name","1a"
"130","Acophila mikii","Animalia","Insecta","Hymenoptera","10.5846/stxb201305271204","2013","Acophila mikii","Ishii 1934","Community structure and species biodiversity of fig wasps in syconia of Ficus superba Miq. var. japonica Miq. in Fuzhou","2-s2.0-84885439238","Agaonidae","4541424",NA,"33375898","accepted name","1a"
"131","Blastophaga javana","Animalia","Insecta","Hymenoptera","10.3732/ajb.1000432","2011","Blastophaga javana","Mayr 1885","Development of microsatellite loci for Blastophaga javana (Agaonidae), the pollinating wasp of Ficus hirta (Moraceae)","2-s2.0-79851492550","Agaonidae","4541605",NA,"33320180","accepted name","1a"
"132","Blastophaga javana","Animalia","Insecta","Hymenoptera","10.3732/ajb.1000432","2011","Blastophaga javana","Mayr 1885","Development of microsatellite loci for Blastophaga javana (Agaonidae), the pollinating wasp of Ficus hirta (Moraceae)","2-s2.0-79851492550","Agaonidae","4541605",NA,"33320180","accepted name","1a"
"133","Blastophaga javana","Animalia","Insecta","Hymenoptera","","2008","Blastophaga javana","Mayr 1885","Male and female reproductive success in the dioecious fig, Ficus hirta Vahl. in Guangdong Province, China: Implications for the relative stability of dioecy and monoecy","2-s2.0-41549089755","Agaonidae","4541605",NA,"33320180","accepted name","1a"
"134","Blastophaga nipponica","Animalia","Insecta","Hymenoptera","10.1111/mec.13876","2016","Blastophaga nipponica","Grandi 1922","Genome-wide sequence data suggest the possibility of pollinator sharing by host shift in dioecious figs (Moraceae, Ficus)","2-s2.0-84995422386","Agaonidae","4541911",NA,"33320180","accepted name","1a"
"135","Blastophaga nipponica","Animalia","Insecta","Hymenoptera","10.1007/s13355-014-0267-x","2014","Blastophaga nipponica","Grandi 1922","Isolation and characterization of 15 polymorphic microsatellite markers for the fig-pollinating wasp, Blastophaga nipponica (Hymenoptera: Agaonidae)","2-s2.0-84905463233","Agaonidae","4541911",NA,"33320180","accepted name","1a"
"136","Blastophaga nipponica","Animalia","Insecta","Hymenoptera","10.1111/j.1479-8298.2012.00522.x","2012","Blastophaga nipponica","Grandi 1922","Predation on the pollinating fig wasp of Ficus erecta by larvae of Silba sp. (Diptera: Lonchaeidae)","2-s2.0-84863778747","Agaonidae","4541911",NA,"33320180","accepted name","1a"
"137","Blastophaga nipponica","Animalia","Insecta","Hymenoptera","","2006","Blastophaga nipponica","Grandi 1922","Pollinational-mutualism strategy of Ficus erecta var. beecheyana and Blastophaga nipponica in seasonal Guandaushi Forest Ecosystem, Taiwan","2-s2.0-33748423903","Agaonidae","4541911",NA,"33320180","accepted name","1a"
"138","Blastophaga nipponica","Animalia","Insecta","Hymenoptera","","2006","Blastophaga nipponica","Grandi 1922","Pollinational-mutualism strategy of Ficus erecta var. beecheyana and Blastophaga nipponica in seasonal Guandaushi Forest Ecosystem, Taiwan","2-s2.0-33748423903","Agaonidae","4541911",NA,"33320180","accepted name","1a"
"139","Blastophaga nipponica","Animalia","Insecta","Hymenoptera","10.1034/j.1600-0706.2002.960103.x","2002","Blastophaga nipponica","Grandi 1922","Effects of time-dependent competition for oviposition sites on clutch sizes and offspring sex ratios in a fig wasp","2-s2.0-0036112244","Agaonidae","4541911",NA,"33320180","accepted name","1a"
"140","Blastophaga nipponica","Animalia","Insecta","Hymenoptera","10.1007/BF02763409","1998","Blastophaga nipponica","Grandi 1922","More Highly Female-Biased Sex Ratio in the Fig Wasp, Blastophaga nipponica Grandi (Agaonidae)","2-s2.0-0001221029","Agaonidae","4541911",NA,"33320180","accepted name","1a"
